,0
src_bytes,0.4889959704439819
count,0.481019188869118
dst_bytes,0.37587885152003553
dst_host_same_src_port_rate,0.296758884189688
srv_count,0.2963709618044248
logged_in,0.2755404760263658
dst_host_count,0.26199699155443645
service_ecr_i,0.23398561423706798
service_http,0.22772262340578253
protocol_type_icmp,0.21923598171190117
dst_host_srv_diff_host_rate,0.2037443615642167
dst_host_srv_count,0.17034744463803286
dst_host_same_srv_rate,0.15565886306565813
dst_host_diff_srv_rate,0.14180663661551485
srv_diff_host_rate,0.11751773241350749
same_srv_rate,0.10036367664184231
protocol_type_tcp,0.09423855934468706
diff_srv_rate,0.07584003969574682
dst_host_serror_rate,0.0691478036982569
serror_rate,0.06106504032142279
flag_SF,0.06038573443014039
protocol_type_udp,0.05992773067710555
dst_host_srv_serror_rate,0.05991379209224701
srv_serror_rate,0.04930170096307851
flag_S0,0.04552371700168911
duration,0.04187134969059847
service_smtp,0.030911864651799403
service_other,0.026900237229699808
dst_host_srv_rerror_rate,0.0260629654937532
dst_host_rerror_rate,0.025881243599255255
service_private,0.021492589047695354
service_domain_u,0.019158412016543114
rerror_rate,0.017682636289815035
service_ftp_data,0.015154377845272737
service_eco_i,0.011796384120608794
srv_rerror_rate,0.009989270919303461
flag_RSTR,0.007402927377684554
hot,0.007389335190347568
is_guest_login,0.004759238251526021
flag_REJ,0.004712676316422693
service_ftp,0.0032009744352925473
service_urp_i,0.0019826634487665196
num_compromised,0.0019039662066306917
service_telnet,0.0016206491886578966
num_file_creations,0.0016082383549513857
num_root,0.0013545481206806986
service_ntp_u,0.001310949962689767
service_name,0.001282180122377241
flag_SH,0.0012787614397016256
num_shells,0.0011794374013989195
service_netbios_ssn,0.001067239759352745
service_whois,0.0010619273855927425
service_mtp,0.0010368199162440472
land,0.001010053807721789
service_IRC,0.0009496641594120003
service_netstat,0.0009215042635530857
service_pop_3,0.000875894573169278
service_klogin,0.0008002732367198284
num_access_files,0.0007760242467009792
service_hostnames,0.0007586498084650728
flag_S1,0.0007402970151155763
urgent,0.0006584535005513814
service_kshell,0.0006016922446521189
service_finger,0.0005779082009951253
flag_S2,0.0005671208098148028
service_imap4,0.0005476776518689164
service_tftp_u,0.0005466673923464338
service_rje,0.0005126304967497664
service_pm_dump,0.0005064641801668657
num_failed_logins,0.0004881065444450883
service_echo,0.00046161319759474573
num_outbound_cmds,0.00044910466514314074
service_auth,0.0004477319548907843
service_X11,0.00039495564025915364
service_daytime,0.00039190552777190746
flag_RSTO,0.00034838161280803526
root_shell,0.0003450541991132372
service_time,0.0003171161148582957
service_link,0.00030853968547495114
service_login,0.00025815245540239395
service_netbios_ns,0.0002512649574841763
service_vmnet,0.0002266065850649035
service_nntp,0.0002197762358970845
service_courier,0.0002011612589065681
flag_S3,0.0001605135538138569
service_nnsp,0.0001490883268990828
su_attempted,0.0001316098036450164
service_remote_job,0.0001236817628853526
service_ldap,7.55251581205929e-05
service_pop_2,9.576665971344767e-06
wrong_fragment,0.0
service_sql_net,0.0
service_systat,0.0
service_ssh,0.0
service_urh_i,0.0
service_supdup,0.0
service_uucp_path,0.0
service_sunrpc,0.0
service_shell,0.0
service_tim_i,0.0
service_uucp,0.0
service_netbios_dgm,0.0
service_red_i,0.0
service_printer,0.0
service_iso_tsap,0.0
service_http_443,0.0
is_host_login,0.0
service_gopher,0.0
flag_OTH,0.0
service_exec,0.0
service_efs,0.0
flag_RSTOS0,0.0
service_domain,0.0
service_discard,0.0
service_csnet_ns,0.0
service_bgp,0.0
service_Z39_50,0.0
service_ctf,0.0
