,0
duration,0.005616685252460618
src_bytes,0.01207743044434928
dst_bytes,0.005200904607655432
land,9.787137599193141e-05
wrong_fragment,0.0014632710488176048
urgent,0.0
hot,0.006622261092358528
num_failed_logins,0.000629877401535639
logged_in,0.012201282567373961
num_compromised,0.00013520720111470652
root_shell,0.000370666703582212
su_attempted,0.0002418126762935291
num_root,0.00037423891255694564
num_file_creations,0.0005310019291967505
num_shells,0.0002547934539069985
num_access_files,0.0005335767241751999
num_outbound_cmds,2.914108404183935e-05
is_host_login,0.0
is_guest_login,0.004677648831847292
count,0.009774461886063568
srv_count,0.009664216157040939
serror_rate,0.008946798831821035
srv_serror_rate,0.00951797030607171
rerror_rate,0.004759762190321037
srv_rerror_rate,0.004435924159931659
same_srv_rate,0.012016691613386365
diff_srv_rate,0.0066573157194171895
srv_diff_host_rate,0.004366406232877873
dst_host_count,0.01166344057613089
dst_host_srv_count,0.014279379869343578
dst_host_same_srv_rate,0.011824355875344361
dst_host_diff_srv_rate,0.00674982705449767
dst_host_same_src_port_rate,0.010200421064683884
dst_host_srv_diff_host_rate,0.007557295462239599
dst_host_serror_rate,0.009921812458911994
dst_host_srv_serror_rate,0.01035595819443269
dst_host_rerror_rate,0.010027928654598228
dst_host_srv_rerror_rate,0.005135788936551644
protocol_type_icmp,0.015446638973596882
protocol_type_tcp,0.015514547305547355
protocol_type_udp,0.004866258841989768
flag_OTH,0.00018300187144382196
flag_REJ,0.004890352223933303
flag_RSTO,0.0011539006550367326
flag_RSTOS0,0.00015399889806744227
flag_RSTR,0.0009644150231611359
flag_S0,0.009183332541490064
flag_S1,0.00020793470476554443
flag_S2,0.00010168941704968848
flag_S3,0.00016487292640243734
flag_SF,0.014373015965802316
flag_SH,0.00034066797629528356
service_IRC,0.0002416156667336411
service_X11,0.0002585772346613835
service_Z39_50,0.0
service_auth,0.0003893385127322624
service_bgp,0.0002562539408326181
service_courier,0.000395447904474433
service_csnet_ns,0.0006590675158262282
service_ctf,0.0005274163087066741
service_daytime,0.00041857490777585937
service_discard,0.0004520605870987904
service_domain,0.000404980038718028
service_domain_u,0.002456684555779076
service_echo,0.0003261598558175205
service_eco_i,0.0009647033090037782
service_ecr_i,0.015530544747608621
service_efs,0.00021123304676406995
service_exec,0.0
service_finger,0.0012722465194885402
service_ftp,0.004755387696563029
service_ftp_data,0.007565249452032519
service_gopher,0.00030713363066781074
service_hostnames,0.00029142424382611054
service_http,0.009521437091622342
service_http_443,0.00022254945724309305
service_imap4,0.0006607386679680083
service_iso_tsap,0.00042749538887509875
service_klogin,0.0002629957095033886
service_kshell,0.00039448387737972546
service_ldap,0.0001543987565267857
service_link,0.00018076698857127926
service_login,0.00017342262839359357
service_mtp,0.00023116162864589285
service_name,0.000266283915010157
service_netbios_dgm,0.0005184765596867313
service_netbios_ns,0.00031370438158184744
service_netbios_ssn,0.00031134701889112826
service_netstat,0.00033986129532559417
service_nnsp,0.0003688765560255769
service_nntp,0.00021468577428396252
service_ntp_u,0.0005410567356167739
service_other,0.002487438589827251
service_pm_dump,8.667963358988118e-05
service_pop_2,0.00035523893827826836
service_pop_3,0.0007873375644069647
service_printer,0.00024212108261245646
service_private,0.014059140333940623
service_red_i,0.00022621360040553373
service_remote_job,0.0004400814340368431
service_rje,0.00031560035591715607
service_shell,0.0002146836648356798
service_smtp,0.0047742331745392885
service_sql_net,0.0003107092111858112
service_ssh,0.0002866263743974695
service_sunrpc,0.00030667487541014005
service_supdup,0.00021816154313347713
service_systat,0.0003587693721568419
service_telnet,0.0015761043390337681
service_tftp_u,7.929150060570489e-05
service_tim_i,0.0
service_time,0.0006347762916554256
service_urh_i,0.0
service_urp_i,0.0013382359077198647
service_uucp,0.00014199009495308168
service_uucp_path,0.00052621861332669
service_vmnet,5.74767258232356e-05
service_whois,0.00035337060582796287
