,0
src_bytes,0.4889201780015847
count,0.4805208678898518
dst_bytes,0.37595871881775467
dst_host_same_src_port_rate,0.29585015394641423
srv_count,0.2938247599143142
logged_in,0.2751715302843223
dst_host_count,0.2608821546810687
service_ecr_i,0.23370182151043406
service_http,0.22768470184822642
protocol_type_icmp,0.22059235518143105
dst_host_srv_diff_host_rate,0.20274676190843133
dst_host_srv_count,0.17166549522147467
dst_host_same_srv_rate,0.15622767168855223
dst_host_diff_srv_rate,0.14304500880253035
srv_diff_host_rate,0.11726150287703252
same_srv_rate,0.10028266219983117
protocol_type_tcp,0.09618624658098418
diff_srv_rate,0.07647908030705564
dst_host_serror_rate,0.06895627893334932
flag_SF,0.06080552473938061
serror_rate,0.06000088964147654
dst_host_srv_serror_rate,0.05981634714409201
protocol_type_udp,0.05879845326156752
srv_serror_rate,0.05043961718794021
flag_S0,0.04632810395703357
duration,0.04175603017858043
service_smtp,0.03201660234268311
dst_host_srv_rerror_rate,0.02584765867994987
dst_host_rerror_rate,0.02543750755629781
service_other,0.02514529506083707
service_private,0.02247891631460508
service_domain_u,0.01971934445374468
rerror_rate,0.017948540340274155
service_ftp_data,0.016193952074134543
service_eco_i,0.013731421622440898
srv_rerror_rate,0.010446031309835124
hot,0.007461113036615341
flag_RSTR,0.00591720841469523
flag_REJ,0.004163939776614001
is_guest_login,0.004153157578302036
service_ftp,0.0031462582950796403
flag_SH,0.0021530784390857427
num_access_files,0.0018351556180018491
num_failed_logins,0.0017142287862392802
service_urp_i,0.0016041504276349539
num_compromised,0.0014860253588224737
service_iso_tsap,0.001392555677681262
service_ssh,0.0013357185058791021
service_kshell,0.0012831665367489808
service_telnet,0.0010616253413402443
service_name,0.0010094423518529627
service_domain,0.0009823249691041092
num_root,0.0009659469895531014
service_nnsp,0.0009454210654622486
service_vmnet,0.0008465020382955046
service_uucp,0.0008276442406860429
is_host_login,0.0008217325373900408
service_shell,0.0008189141638128561
wrong_fragment,0.0008178201147284181
service_nntp,0.0007903105598923155
service_pop_2,0.0007710758057735134
service_ntp_u,0.000764181205638037
service_login,0.0007367516116396633
service_finger,0.0007302768255110781
num_file_creations,0.0007275954468481949
service_systat,0.0006966290927370444
service_discard,0.0006414555701204083
flag_RSTO,0.0006260747439725822
service_auth,0.0005972360681012479
service_time,0.0005573379654018051
flag_S3,0.0005308422826268977
service_ctf,0.000526374310543698
root_shell,0.0004721067469324325
service_netbios_ns,0.0004712561980411145
flag_S1,0.00046917045713490424
service_mtp,0.0003702671613523556
su_attempted,0.00034897521047017044
flag_RSTOS0,0.00034043999404209657
service_daytime,0.0002746031143747718
service_gopher,0.0002704517693710162
service_printer,0.00024602750663405004
service_csnet_ns,0.0001451371447427352
service_imap4,0.00010149729653075035
flag_OTH,8.358553799103774e-05
service_exec,7.598852167389758e-05
num_outbound_cmds,6.802151733875661e-05
service_hostnames,4.474474884785806e-05
num_shells,3.4898339714928284e-05
service_sunrpc,0.0
service_sql_net,0.0
service_tim_i,0.0
service_supdup,0.0
service_tftp_u,0.0
service_remote_job,0.0
service_urh_i,0.0
urgent,0.0
service_uucp_path,0.0
land,0.0
service_rje,0.0
service_pop_3,0.0
service_red_i,0.0
flag_S2,0.0
service_http_443,0.0
service_efs,0.0
service_klogin,0.0
service_echo,0.0
service_ldap,0.0
service_link,0.0
service_netbios_dgm,0.0
service_netbios_ssn,0.0
service_netstat,0.0
service_courier,0.0
service_bgp,0.0
service_Z39_50,0.0
service_X11,0.0
service_pm_dump,0.0
service_IRC,0.0
service_whois,0.0
