,0
duration,0.04252437666589848
src_bytes,0.4511702917300985
dst_bytes,0.3547919324255042
land,0.0
wrong_fragment,0.0037068079310862423
urgent,0.0
hot,0.006536727844481671
num_failed_logins,0.002106007723181591
logged_in,0.27007664767746475
num_compromised,0.0
root_shell,0.0
su_attempted,0.0008637500083987781
num_root,0.0019300879727826015
num_file_creations,0.0017175156135365022
num_shells,0.0011966934906859628
num_access_files,0.0006042857719690264
num_outbound_cmds,0.0
is_host_login,0.0
is_guest_login,0.0029819367774812644
count,0.4563649514714847
srv_count,0.2742773378711485
serror_rate,0.05522881202143659
srv_serror_rate,0.051168440931018244
rerror_rate,0.007241178890118771
srv_rerror_rate,0.0039891118413213356
same_srv_rate,0.0651628867595
diff_srv_rate,0.07202636877741009
srv_diff_host_rate,0.11875968281854155
dst_host_count,0.22127759035678207
dst_host_srv_count,0.13842956425426056
dst_host_same_srv_rate,0.12293635023013727
dst_host_diff_srv_rate,0.13107498766245795
dst_host_same_src_port_rate,0.2670592556393079
dst_host_srv_diff_host_rate,0.1953525972517156
dst_host_serror_rate,0.06393386364451725
dst_host_srv_serror_rate,0.061841274155912895
dst_host_rerror_rate,0.0185783988509185
dst_host_srv_rerror_rate,0.017955996636816574
protocol_type_icmp,0.19895155736789705
protocol_type_tcp,0.09764667106279301
protocol_type_udp,0.06271352737769953
flag_OTH,0.0013129527386426254
flag_REJ,0.0030160172960225218
flag_RSTO,0.00046531740215960404
flag_RSTOS0,0.0
flag_RSTR,0.0033211943196225224
flag_S0,0.05047225666476085
flag_S1,3.1249358309892727e-06
flag_S2,0.0005229718267731887
flag_S3,0.0026125508991812207
flag_SF,0.029700340336952902
flag_SH,8.0047164578545e-05
service_IRC,0.0
service_X11,0.0003940072192014643
service_Z39_50,0.0016485334290945453
service_auth,0.001977902557835476
service_bgp,0.0
service_courier,0.0
service_csnet_ns,0.0
service_ctf,0.001046917218445298
service_daytime,0.0010653975859833409
service_discard,0.000638727332589184
service_domain,0.0
service_domain_u,0.020321690251196678
service_echo,0.0023421171891933046
service_eco_i,0.0057099064663352905
service_ecr_i,0.2170529246567019
service_efs,0.002164616088600635
service_exec,0.0009739997972000314
service_finger,0.004189412787555025
service_ftp,0.0029447982646721993
service_ftp_data,0.015862264678517368
service_gopher,0.00020120854365157648
service_hostnames,0.0
service_http,0.2245097802482432
service_http_443,0.0
service_imap4,0.00019186111936342343
service_iso_tsap,0.0008769427795405349
service_klogin,0.0
service_kshell,0.0
service_ldap,0.0006409237140954094
service_link,0.0
service_login,0.0009133014937794393
service_mtp,0.0
service_name,0.0
service_netbios_dgm,0.001252041702133555
service_netbios_ns,0.0017168866638566094
service_netbios_ssn,0.0
service_netstat,0.0
service_nnsp,0.0006172387553076142
service_nntp,0.0
service_ntp_u,0.0012079097693276086
service_other,0.0242447176829641
service_pm_dump,0.0005686643322631024
service_pop_2,0.0018489104463965678
service_pop_3,0.000870551192026392
service_printer,0.0012334961984503678
service_private,0.024825636446100585
service_red_i,0.0004086617778655821
service_remote_job,0.0
service_rje,0.0
service_shell,0.001411262472317265
service_smtp,0.035958677527825555
service_sql_net,0.0005558855071823299
service_ssh,0.0
service_sunrpc,0.0018381940456722035
service_supdup,0.0
service_systat,0.000627055456958292
service_telnet,0.001591657292187465
service_tftp_u,0.0005880328441800753
service_tim_i,0.0013011447390178787
service_time,0.0
service_urh_i,0.0
service_urp_i,0.001980502890056579
service_uucp,0.0004826535780271257
service_uucp_path,0.0
service_vmnet,0.0
service_whois,0.0
